Name,Position,Nat,Height,Age,Tck W,Tck R,Tck A,Shot/90,ShT/90,ShT,Shots,Svt,Svp,Svh,Ps C/90,Ps C,Ps A/90,Pas A,Off,Gl Mst,K Tck,K Ps/90,K Pas,K Hdrs,Int/90,Itc,Hdr %,Hdrs W/90,Hdrs,Drb,Dist/90,Distance,Cr C,Cr C/A,Cr A,CCC,Ch C/90,Asts/90,Aer A/90,Apps,Gls,Ast,xG,PoM,Pas %,Tck,DrbPG,Shot %,Yel,Red,Av Rat,Hdrs A,Mins,Club,Preferred Foot
Pau Torres,"D (C), DM",ESP,"191,00","29,00","40,00","0,78","0,00","1,31","0,58","18,00","41,00","0,00","0,00","0,00","30,48","952,00","32,59","1 018,00","6,00","1,00","14,00","0,16","5,00","28,00","2,02","63,00","0,64","2,40","75,00","0,00","44 602,00",319.5,"0,00","0,00","5,00","0,00","0,00","0,00","3,78","32,00","9,00","0,00","4,10","3,00","0,94","1,28","0,00","0,44","10,00","0,00","7,23","118,00","2 811,00",R. Madrid,Left
Joshua Kimmich,"D (RC), WB (R), DM, M (C)",GER,"176,00","31,00","56,00","0,78","0,00","0,46","0,05","1,00","10,00","0,00","0,00","0,00","32,82","718,00","36,11","790,00","7,00","0,00","10,00","1,74","38,00","5,00","1,37","30,00","0,57","1,23","27,00","5,00","44 632,00",268.2,"25,00","0,26","94,00","3,00","0,14","0,09","2,15","23,00","0,00","2,00","1,06","0,00","0,91","2,56","0,23","0,10","2,00","0,00","6,90","47,00","1 969,00",R. Madrid,Right
Juanjo G05,"D (C), DM, M/AM (C)",ESP,"179,00","20,00","56,00","0,81","0,00","0,96","0,57","6,00","10,00","0,00","0,00","0,00","59,11","618,00","65,42","684,00","0,00","0,00","2,00","1,72","18,00","4,00","0,77","8,00","0,71","0,96","10,00","0,00","44 663,00",130.0,"0,00","0,00","0,00","1,00","0,10","0,00","1,34",9 (8),"2,00","0,00","0,74","0,00","0,90","5,36","0,00","0,60","5,00","0,00","6,99","14,00","941,00",R. Madrid,Right
David De la Víbora G03,"D (RL), WB/M (L)",ESP,"168,00","23,00","7,00","0,64","0,00","0,43","0,00","0,00","1,00","0,00","0,00","0,00","19,04","44,00","22,07","51,00","0,00","0,00","2,00","1,30","3,00","0,00","0,43","1,00","0,25","0,43","1,00","1,00","44 724,00","44 590,00","5,00","0,21","23,00","0,00","0,00","0,00","1,73",2 (1),"0,00","0,00","0,03","0,00","0,86","3,03","0,43","0,00","1,00","0,00","6,63","4,00","208,00",R. Madrid,Left
Ferland Mendy,D/WB (L),FRA,"178,00","30,00","99,00","0,81","0,00","0,39","0,10","3,00","12,00","0,00","0,00","0,00","31,73","973,00","35,02","1 074,00","8,00","0,00","14,00","1,60","49,00","2,00","2,54","78,00","0,51","1,50","46,00","10,00","44 693,00",383.1,"36,00","0,16","216,00","3,00","0,10","0,13","2,93","32,00","0,00","4,00","0,95","1,00","0,91","3,23","0,33","0,25","5,00","0,00","7,13","90,00","2 760,00",R. Madrid,Left
Ryan Gravenberch,"DM, M/AM (C)",NED,"190,00","24,00","59,00","0,76","0,00","3,89","1,41","40,00","110,00","0,00","0,00","0,00","33,32","943,00","40,00","1 132,00","4,00","0,00","2,00","2,54","72,00","10,00","1,55","44,00","0,50","1,77","50,00","17,00","44 725,00",384.7,"16,00","0,19","84,00","5,00","0,18","0,14","3,57",30 (2),"10,00","4,00","11,70","3,00","0,83","2,08","0,60","0,36","1,00","0,00","7,25","101,00","2 547,00",R. Madrid,Right
Eduardo Camavinga,"DM, M (C)",FRA,"185,00","23,00","98,00","0,82","0,00","1,45","0,48","13,00","39,00","0,00","0,00","0,00","51,10","1 370,00","58,00","1 555,00","0,00","0,00","5,00","2,05","55,00","12,00","1,19","32,00","0,58","0,97","26,00","10,00","44 754,00",340.5,"7,00","0,24","29,00","0,00","0,00","0,22","1,68",29 (1),"2,00","6,00","3,59","0,00","0,88","3,66","0,37","0,33","11,00","0,00","7,06","45,00","2 413,00",R. Madrid,Left
Antonio Blanco G00,"DM, M (C)",ESP,"175,00","25,00","8,00","0,53","0,00","0,82","0,27","1,00","3,00","0,00","0,00","0,00","54,33","198,00","59,82","218,00","0,00","0,00","2,00","2,47","9,00","0,00","1,10","4,00","0,43","0,82","3,00","0,00","44 664,00",48.9,"3,00","0,23","13,00","0,00","0,00","0,00","1,92",3 (3),"0,00","0,00","0,18","0,00","0,91","2,20","0,00","0,33","1,00","0,00","6,80","7,00","328,00",R. Madrid,Right
Néstor Mier,"DM, M/AM (C)",ARG,"170,00","20,00","20,00","0,91","0,00","1,64","0,70","3,00","7,00","0,00","0,00","0,00","46,99","201,00","54,70","234,00","0,00","0,00","0,00","2,57","11,00","0,00","2,10","9,00","0,00","0,00","0,00","0,00","44 605,00",56.4,"2,00","0,25","8,00","0,00","0,00","0,23","1,64",3 (6),"1,00","1,00","0,57","0,00","0,86","4,68","0,00","0,43","0,00","0,00","7,04","7,00","385,00",R. Madrid,Right
Vinícius Júnior,"M (L), AM (RL), ST (C)",BRA,"177,00","25,00","23,00","0,74","0,00","3,85","2,26","30,00","51,00","0,00","0,00","0,00","21,42","284,00","24,74","328,00","6,00","0,00","0,00","1,96","26,00","0,00","1,81","24,00","0,20","0,91","12,00","13,00","44 574,00",173.8,"9,00","0,12","71,00","0,00","0,00","0,30","4,45",11 (14),"8,00","4,00","6,63","1,00","0,87","1,74","0,98","0,59","2,00","0,00","7,06","59,00","1 193,00",R. Madrid,Right
Rodrygo,"M (R), AM (RL), ST (C)",BRA,"174,00","25,00","14,00","0,74","0,00","4,07","1,83","18,00","40,00","0,00","0,00","0,00","21,76","214,00","25,53","251,00","1,00","0,00","0,00","2,03","20,00","0,00","1,63","16,00","0,33","1,53","15,00","10,00","44 694,00",132.4,"5,00","0,09","52,00","1,00","0,10","0,20","4,68",10 (7),"4,00","2,00","6,29","0,00","0,85","1,42","1,02","0,45","2,00","0,00","6,98","46,00","885,00",R. Madrid,Right
Dani Olmo,M/AM (LC),ESP,"179,00","28,00","72,00","0,79","0,00","1,79","0,91","26,00","51,00","0,00","0,00","0,00","46,23","1 318,00","54,40","1 551,00","6,00","1,00","2,00","5,86","167,00","0,00","0,74","21,00","0,50","0,39","11,00","4,00","44 633,00",380.5,"118,00","0,20","578,00","9,00","0,32","0,49","0,77",29 (1),"5,00","14,00","5,52","3,00","0,85","2,53","0,14","0,51","6,00","0,00","7,46","22,00","2 566,00",R. Madrid,Right
Giovanni Reyna,M/AM (LC),USA,"184,00","23,00","18,00","0,78","0,00","2,79","1,76","12,00","19,00","0,00","0,00","0,00","33,03","225,00","38,17","260,00","2,00","0,00","0,00","3,82","26,00","1,00","0,59","4,00","0,32","1,03","7,00","3,00","44 695,00",98.9,"13,00","0,17","76,00","0,00","0,00","0,44","3,23",4 (12),"2,00","3,00","2,30","1,00","0,87","2,64","0,44","0,63","1,00","0,00","7,08","22,00","613,00",R. Madrid,Right
Facundo Cortinovis,"M (R), AM (RLC)",ARG,"173,00","23,00","26,00","0,87","0,00","2,01","0,97","12,00","25,00","0,00","0,00","0,00","30,05","373,00","36,02","447,00","3,00","0,00","1,00","2,90","36,00","0,00","1,21","15,00","0,22","0,73","9,00","19,00","44 694,00",167.0,"15,00","0,12","117,00","4,00","0,32","0,24","3,30","14,00","2,00","3,00","3,36","1,00","0,83","2,09","1,53","0,48","0,00","0,00","7,04","41,00","1 117,00",R. Madrid,Right
Luis Carlos Márquez,"AM (RC), ST (C)",COL,"178,00","20,00","5,00","0,56","0,00","3,23","1,62","17,00","34,00","0,00","0,00","0,00","21,12","222,00","24,36","256,00","5,00","0,00","0,00","1,71","18,00","0,00","0,95","10,00","0,20","1,05","11,00","9,00","44 604,00",128.6,"5,00","0,14","35,00","2,00","0,19","0,48","5,14",8 (12),"4,00","5,00","4,99","1,00","0,87","0,48","0,86","0,50","0,00","0,00","6,98","54,00","946,00",R. Madrid,Either
Mikel Oyarzábal,"AM (RLC), ST (C)",ESP,"180,00","29,00","28,00","0,65","0,00","3,27","1,15","34,00","97,00","0,00","0,00","0,00","26,07","774,00","31,49","935,00","8,00","1,00","1,00","2,66","79,00","2,00","1,28","38,00","0,27","1,45","43,00","8,00","44 604,00",363.5,"19,00","0,14","135,00","5,00","0,17","0,27","5,42",33 (1),"8,00","8,00","11,41","1,00","0,83","0,94","0,27","0,35","1,00","0,00","6,96","161,00","2 672,00",R. Madrid,Left
Kylian Mbappé,"AM (RL), ST (C)",FRA,"178,00","27,00","34,00","0,85","0,00","3,87","2,13","65,00","118,00","0,00","0,00","0,00","20,80","635,00","23,65","722,00","23,00","0,00","6,00","2,46","75,00","1,00","1,41","43,00","0,22","1,02","31,00","41,00","44 693,00",383.0,"18,00","0,14","123,00","3,00","0,10","0,20","4,72","32,00","24,00","6,00","18,42","9,00","0,88","1,11","1,34","0,55","0,00","0,00","7,38","144,00","2 747,00",R. Madrid,Right
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sigames.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
